('nbsp', 78.1943169125155)
('ți', 38.8923505501878)
('să', 29.4732258411321)
('jale', 29.4663749085412)
('vostru', 27.1837279642047)
('plânge', 20.819276504298)
('mustră', 20.5195948596923)
('îngropa', 18.0218266945586)
('drumeț', 17.275873994827)
('plânsoare', 17.1157885794799)
('trudi', 17.1157885794799)
('codru', 16.7704556178781)
('pesemne', 16.3926406430313)
('răzleț', 16.3926406430313)
('preacurat', 16.2904826901074)
('biet', 16.2436945654664)
('jude', 15.8049748743257)
('neagoe', 15.8049748743257)
('povață', 15.3896961447692)
('azi', 15.0004389087921)
('crai', 14.8379276302864)
('casă', 14.6633706879343)
('țintirim', 14.2631571495666)
('vaier', 14.050834836884)
('poveste', 13.8629436111989)
('atât', 13.4604523411285)
('nostru', 13.4604523411285)
('prag', 13.4163644943025)
('străluc', 13.3771602303841)
('domol', 13.1970336191409)
('pribeag', 13.1970336191409)
('sfat', 13.189269004699)
('tresări', 13.1218638896617)
('strop', 13.0884616123949)
('zbuciuma', 12.9569054961202)
('sat', 12.9030189783467)
('înfiora', 12.9030189783467)
('moșneag', 12.8247467873077)
('negură', 12.476649250079)
('fior', 12.4319351747922)
('sărbătoare', 12.4267875662645)
('popă', 12.0320014171567)
('brădet', 11.8537311557443)
('ceaslov', 11.8537311557443)
('firicel', 11.8537311557443)
('strașină', 11.8537311557443)
('câmp', 11.7865499634165)
('tremura', 11.7178862994116)
('sfială', 11.7090290307367)
('radă', 11.6789577718991)
('călător', 11.6695915675379)
('patimă', 11.6695915675379)
('nădejde', 11.5406103791117)
('sărman', 11.5406103791117)
('vifor', 11.5406103791117)
('vreme', 11.3994681838848)
('cărunt', 11.2308130614095)
('demult', 10.8734391204814)
('neputincios', 10.7974212467668)
('vis', 10.6891827414844)
('sfărma', 10.5241148474713)
('împăra', 10.4974911117294)
('bătrân', 10.4865096412336)
('frânge', 10.3972077083992)
('zvon', 10.264359481554)
('matcă', 10.2597974298462)
('sănătate', 10.2597974298462)
('lacrimă', 10.1971966551664)
('fecior', 10.0266678476306)
('înfricoșa', 10.0266678476306)
('blând', 9.97393408943804)
('zâmbet', 9.94554813983376)
('cântec', 9.9008340645469)
('cingătoare', 9.77428961406444)
('giulgi', 9.77428961406444)
('ilie', 9.77428961406444)
('izmă', 9.77428961406444)
('olt', 9.77428961406444)
('îmbujora', 9.77428961406444)
('păgân', 9.70406052783923)
('rătăcitor', 9.36722322458932)
('înfrăți', 9.36722322458932)
('cutremur', 9.35901088450795)
('moș', 9.35901088450795)
('oștean', 9.35901088450795)
('simț', 9.35078772762762)
('strună', 9.32009067469836)
('căci', 9.28558812609336)
('mândru', 9.18530472276319)
('pururi', 9.18530472276319)
('amurg', 9.17569593607937)
('mut', 9.17569593607937)
('primăvară', 9.06721280858004)
('v', 8.97324452917506)
('că', 8.91814424600521)
('odinioară', 8.79802241276058)
('picura', 8.79802241276058)
('glas', 8.79336073963678)
('trudă', 8.77009570622605)
('înduioșa', 8.77009570622605)
('ta', 8.75653811222042)
('coasă', 8.70235462235454)
('împleti', 8.70235462235454)
('lega', 8.66654891768714)
('ciripi', 8.63793699741348)
('slovă', 8.63793699741348)
('strană', 8.63793699741348)
('înfrigura', 8.63793699741348)
('cuvios', 8.55789428973996)
('fereca', 8.55789428973996)
('murg', 8.55789428973996)
('otavă', 8.55789428973996)
('vitreg', 8.55789428973996)
('mort', 8.5050887705683)
('clipă', 8.49766387930532)
('etern', 8.48697568548208)
('bolnav', 8.31776616671934)
('coborî', 8.31776616671934)
('zadarnic', 8.31776616671934)
('cuib', 8.25058497439155)
('trandafir', 8.25058497439155)
('doină', 8.2432931279369)
('zăvor', 8.2432931279369)
('sfânt', 8.18525082806905)
('val', 8.17527044032934)
('drum', 8.16781934249287)
('poartă', 8.07278068534005)
('pace', 8.0560468308455)
('aievea', 8.02133427810444)
('chiot', 8.02133427810444)
('bolț', 7.90248743716286)
('bucoavnă', 7.90248743716286)
('făgădău', 7.90248743716286)
('isop', 7.90248743716286)
('istrate', 7.90248743716286)
('miezuină', 7.90248743716286)
('nemilostiv', 7.90248743716286)
('nepriceput', 7.90248743716286)
('ovăz', 7.90248743716286)
('răposa', 7.90248743716286)
('satir', 7.90248743716286)
('ucenic', 7.90248743716286)
('zvânta', 7.90248743716286)
('geană', 7.87311833379702)
('nătâng', 7.69484807238462)
('oltul', 7.69484807238462)
('răsai', 7.69484807238462)
('înlăcrima', 7.69484807238462)
('meu', 7.68330488222404)
('deal', 7.64409156021949)
('amar', 7.62461898615939)
('noapte', 7.60856366955724)
('doi', 7.59132255173439)
('încet', 7.59132255173439)
('dumbravă', 7.48720870760636)
('nevastă', 7.48720870760636)
('povară', 7.45916110487532)
('mor', 7.42847050087469)
('rând', 7.3417455238705)
('abate', 7.33168534396715)
('cerne', 7.33168534396715)
('gând', 7.28261723672551)
('vechi', 7.27577851383915)
('părinte', 7.25377024686403)
('veac', 7.24159119734793)
('tară', 7.15060237995054)
('la', 7.1308104564961)
('pleoapă', 7.0719299780499)
('brad', 7.04763317590493)
('bălai', 7.02541741844199)
('criptă', 7.02541741844199)
('lespede', 7.02541741844199)
('ogradă', 7.02541741844199)
('pop', 7.02541741844199)
('purcede', 7.02541741844199)
('smalț', 7.02541741844199)
('statornic', 7.02541741844199)
('tezaur', 7.02541741844199)
('înfiripa', 7.02541741844199)
('ispită', 7.01607656498084)
('îndurera', 7.01607656498084)
('frunză', 7.00737466313944)
('sân', 6.95870899410134)
('tainic', 6.95870899410134)
('stăpână', 6.93147180559945)
